YYYYMMDD,Date,Short Positions,Long Positions,Total Positions,Daily PnL,Cumulative PnL,ROR,Market Value,Net Market Value,Sharpe
20120808,8/8/2012,-2000,0,2000,0,553581,0,437910,-436050,6.27953
20120809,8/9/2012,-2000,0,2000,90,553671,0.000289897,438175,-435960,6.27443
20120810,8/10/2012,-2000,0,2000,0,553671,0,439145,-435960,6.26906
20120813,8/13/2012,-2000,0,2000,0,553671,0,443045,-435960,6.26371
20120814,8/14/2012,-2000,0,2000,60,553731,0.00451128,443295,-435900,6.26257
20120815,8/15/2012,-2000,0,2000,0,553731,0,442850,-435900,6.25723
20120816,8/16/2012,-2000,0,2000,0,553731,0,447275,-435900,6.25192
20120817,8/17/2012,-1500,0,1500,75,553806,0.00566465,440115,-422660,6.25183
20120820,8/20/2012,-1500,500,2000,0,553806,0,461310,-409545,6.24653
20120821,8/21/2012,-1500,500,2000,0,553806,0,455810,-409545,6.24125
20120822,8/22/2012,-500,500,1000,1600,555406,0.0490279,347300,-297250,6.26876
20120823,8/23/2012,-500,1500,2000,0,555406,0,456815,-184270,6.26347
20120824,8/24/2012,-500,1000,1500,150,555556,0.00991408,442950,-199400,6.26703
20120827,8/27/2012,-1000,1000,2000,0,555556,0,463450,-214745,6.26176
20120828,8/28/2012,-1000,1000,2000,0,555556,0,462650,-214745,6.2565
20120829,8/29/2012,-1000,1000,2000,20,555576,0.00130336,461935,-214725,6.25247
20120830,8/30/2012,-500,1000,1500,21570,577146,0.0694988,123980,95640,6.2852
20120831,8/31/2012,-500,1000,1500,0,577146,0,125250,95640,6.27994
20120904,9/4/2012,-943,1000,1943,130,577276,0.00848287,423687,-203242,6.28226
20120905,9/5/2012,-500,1000,1500,2099.82,579375,0.00702253,124910,95770,6.28335
20120906,9/6/2012,-500,1000,1500,0,579375,0,127775,95770,6.27811
20120907,9/7/2012,-943,1000,1943,0,579375,0,428755,-205665,6.27288
20120910,9/10/2012,-500,1000,1500,10466.1,589842,0.0528394,127465,98395,6.3013
20120911,9/11/2012,-500,500,1000,-1445,588397,-0.110179,117030,85280,6.12643
20120912,9/12/2012,-500,1461,1961,1410,589807,0.0140333,437643,407058,6.1332
20120913,9/13/2012,-500,461,961,1380,591187,0.0200412,330324,293578,6.14436
20120914,9/14/2012,-1000,461,1461,9906.89,601093,0.0320847,345970,291800,6.16314
20120917,9/17/2012,-1000,461,1461,0,601093,0,349859,291800,6.15808
20120918,9/18/2012,-1500,461,1961,4900.43,605994,0.0153773,454391,193166,6.16582
20120919,9/19/2012,-500,461,961,430,606424,0.0125045,339193,308386,6.17137
20120920,9/20/2012,-500,1461,1961,0,606424,0,452506,423066,6.16632
20120921,9/21/2012,-500,1461,1961,0,606424,0,452891,423066,6.16129
20120924,9/24/2012,-500,1461,1961,0,606424,0,447889,423066,6.15627
20120925,9/25/2012,0,1461,1461,0,606424,0,424262,438261,6.15126
20120926,9/26/2012,0,1961,1961,0,606424,0,435058,453346,6.14626
20120927,9/27/2012,0,1961,1961,0,606424,0,443669,453346,6.14128
20120928,9/28/2012,0,1961,1961,635,607059,0.00615967,437468,453981,6.1417
20121001,10/1/2012,0,1961,1961,0,607059,0,435339,453981,6.13673
20121002,10/2/2012,0,1961,1961,1195,608254,0.0115208,436034,455176,6.14151
20121003,10/3/2012,0,1961,1961,0,608254,0,440998,455176,6.13656
20121004,10/4/2012,0,1961,1961,275,608529,0.00262104,438840,455451,6.13396
20121005,10/5/2012,0,1461,1461,100,608629,0.000950616,327109,350256,6.12988
20121008,10/8/2012,0,1461,1461,0,608629,0,320341,350256,6.12496
20121009,10/9/2012,-500,1000,1500,-30453.7,578175,-0.0941146,129585,-77320,5.98894
20121010,10/10/2012,-458,1000,1458,1085,579260,0.0104332,318907,-266862,5.99289
20121011,10/11/2012,-458,1042,1500,-750,578510,-0.064711,378645,-149192,5.90946
20121012,10/12/2012,-458,1042,1500,0,578510,0,380459,-149192,5.90479
20121015,10/15/2012,-458,1542,2000,0,578510,0,394145,-138327,5.90013
20121016,10/16/2012,-458,1542,2000,0,578510,0,401733,-138327,5.89547
20121017,10/17/2012,-458,1042,1500,-260,578250,-0.0164632,379368,-153382,5.87503
20121018,10/18/2012,-458,1042,1500,0,578250,0,371493,-153382,5.87041
20121019,10/19/2012,-958,1042,2000,0,578250,0,375328,-167702,5.86581
20121022,10/22/2012,-958,1042,2000,0,578250,0,385686,-167702,5.86122
20121023,10/23/2012,-958,1042,2000,0,578250,0,375603,-167702,5.85664
20121024,10/24/2012,-951,1042,1993,11398.6,589649,0.0634096,372323,-151985,5.8873
20121025,10/25/2012,-951,1049,2000,0,589649,0,365620,-147718,5.88271
20121026,10/26/2012,-951,1049,2000,0,589649,0,364523,-147718,5.87813
20121031,10/31/2012,-951,1049,2000,0,589649,0,361669,-147718,5.87355
20121101,11/1/2012,-951,549,1500,235,589884,0.0215695,353144,-158613,5.88541
20121102,11/2/2012,-1000,549,1549,18053.5,607937,0.0648963,150758,108547,5.91616
20121105,11/5/2012,-1000,7,1007,-7636.16,600301,-0.125698,29827.3,-20713.2,5.72749
20121106,11/6/2012,-1500,7,1507,165,600466,0.0149592,127410,-118083,5.7347
20121107,11/7/2012,-1000,7,1007,1955,602421,0.0200441,28901,-20548.2,5.74537
20121108,11/8/2012,-1000,507,1507,450,602871,0.0414174,123634,74951.8,5.76792
20121109,11/9/2012,-1493,507,2000,0,602871,0,385506,-194749,5.7635
20121112,11/12/2012,-1493,507,2000,0,602871,0,382935,-194749,5.75908
20121113,11/13/2012,-993,507,1500,680,603551,0.0554365,368149,-180524,5.78699
20121114,11/14/2012,-993,1007,2000,0,603551,0,377079,-167104,5.78256
20121115,11/15/2012,-993,1007,2000,125,603676,0.0123274,371721,-166979,5.78781
20121116,11/16/2012,-993,1007,2000,0,603676,0,373277,-166979,5.7834
20121119,11/19/2012,-993,1000,1993,-306.67,603370,-0.0718739,397570,-171246,5.69487
20121120,11/20/2012,-493,1000,1493,260,603630,0.0259611,384484,-161231,5.70908
20121121,11/21/2012,-493,1500,1993,150,603780,0.00509783,395218,-151401,5.70888
20121123,11/23/2012,-493,0,493,2155,605935,0.0632408,281750,-269701,5.73878
20121126,11/26/2012,-1993,0,1993,0,605935,0,410718,-389781,5.73444
20121127,11/27/2012,-2000,0,2000,0,605935,0,411510,-393874,5.73012
20121128,11/28/2012,-2000,0,2000,15,605950,0.00109529,411185,-393859,5.7267
20121129,11/29/2012,-1500,0,1500,880,606830,0.0219846,400210,-379504,5.73838
20121130,11/30/2012,-1000,500,1500,890,607720,0.0237113,315735,-270269,5.75112
20121203,12/3/2012,-507,1000,1507,19291.1,627011,0.0715278,121828,94171.5,5.78243
20121204,12/4/2012,-507,1000,1507,0,627011,0,121881,94171.5,5.77808
20121205,12/5/2012,-507,1000,1507,25,627036,0.00187829,121357,94196.5,5.77528
20121206,12/6/2012,-1000,1000,2000,372.78,627408,0.0653562,391915,-175220,5.80519
20121207,12/7/2012,-1000,1000,2000,0,627408,0,385910,-175220,5.80084
20121210,12/10/2012,-1000,1000,2000,1595,629003,0.0255165,384730,-173625,5.81449
20121211,12/11/2012,-1000,1000,2000,2925,631928,0.01069,391780,-170700,5.8184
20121212,12/12/2012,-1000,1000,2000,315,632243,0.0128491,389930,-170385,5.82385
20121213,12/13/2012,-1000,1000,2000,0,632243,0,384640,-170385,5.81951
20121214,12/14/2012,-1000,1000,2000,0,632243,0,374445,-170385,5.81518
20121217,12/17/2012,-1000,1000,2000,335,632578,0.0034724,380060,-170050,5.81364
20121218,12/18/2012,-1000,1000,2000,3745,636323,0.0138348,389055,-166305,5.81978
20121219,12/19/2012,-1000,1000,2000,765,637088,0.0101103,384900,-165540,5.82327
20121220,12/20/2012,-1000,500,1500,6270,643358,0.0363427,368765,-173110,5.84261
20121221,12/21/2012,-500,500,1000,600,643958,0.0613183,356375,-163325,5.87106
20121224,12/24/2012,-1000,1000,2000,0,643958,0,380135,-166535,5.86671
20121226,12/26/2012,-1000,500,1500,5,643963,0.000484496,365905,-176855,5.86277
20121227,12/27/2012,-1500,500,2000,50,644013,0.00369549,377620,-187060,5.86139
20121228,12/28/2012,0,500,500,6415,650428,0.0521283,94915,97540,5.88699
20121231,12/31/2012,0,1500,1500,0,650428,0,119440,121205,5.88266
20130102,1/2/2013,0,0,0,1470,651898,0.0774372,0,0,5.9136
20130103,1/3/2013,-2000,0,2000,0,651898,0,392970,-392970,5.90925
20130104,1/4/2013,-1000,0,1000,8190,660088,0.0344097,23950,-24285,5.92733
20130107,1/7/2013,-1000,500,1500,315,660403,0.0238338,120540,72600,5.93965
20130108,1/8/2013,-500,500,1000,80,660483,0.00752941,109710,83225,5.94113
20130109,1/9/2013,-500,1500,2000,0,660483,0,378785,352500,5.93677
20130110,1/10/2013,-500,500,1000,3380,663863,0.0287131,109670,83225,5.95183
20130111,1/11/2013,-500,500,1000,0,663863,0,110640,83225,5.94748
20130114,1/14/2013,-500,500,1000,0,663863,0,109755,83225,5.94314
20130115,1/15/2013,-1000,500,1500,0,663863,0,120795,72285,5.9388
20130116,1/16/2013,-1500,500,2000,0,663863,0,373915,-180760,5.93448
20130117,1/17/2013,-1500,500,2000,255,664118,0.00264057,373130,-180505,5.93226
20130118,1/18/2013,-1000,500,1500,315,664433,0.0287934,360860,-169565,5.9473
20130122,1/22/2013,-1000,1000,2000,1215,665648,0.0125484,374585,-157765,5.95235
20130123,1/23/2013,-1000,1000,2000,0,665648,0,383725,-157765,5.94803
20130124,1/24/2013,-1000,1000,2000,0,665648,0,351750,-157765,5.94373
20130125,1/25/2013,-500,1000,1500,37550,703198,0.176165,126905,99725,5.93934
20130128,1/28/2013,-500,1500,2000,0,703198,0,351860,324640,5.93505
20130129,1/29/2013,0,1000,1000,4935,708133,0.0734154,112590,113125,5.96455
20130130,1/30/2013,-1000,1000,2000,0,708133,0,354785,-129215,5.96025
20130131,1/31/2013,-1000,1000,2000,0,708133,0,353525,-129215,5.95596
20130201,2/1/2013,-1000,1000,2000,0,708133,0,354045,-129215,5.95168
20130204,2/4/2013,-1000,1000,2000,0,708133,0,347355,-129215,5.94741
20130205,2/5/2013,-1000,1000,2000,0,708133,0,354655,-129215,5.94315
20130206,2/6/2013,-1000,1000,2000,255,708388,0.0183124,353350,-128960,5.9517
20130207,2/7/2013,-500,1000,1500,30,708418,0.00219459,344385,-115290,5.94913
20130208,2/8/2013,-500,1500,2000,0,708418,0,362605,-101515,5.94489
20130211,2/11/2013,-500,1500,2000,0,708418,0,364490,-101515,5.94065
20130212,2/12/2013,-500,1500,2000,165,708583,0.0119782,358505,-101350,5.9451
20130213,2/13/2013,-500,1000,1500,75,708658,0.0053802,344175,-115290,5.94492
20130214,2/14/2013,-1000,1000,2000,0,708658,0,357755,-129310,5.9407
20130215,2/15/2013,-500,500,1000,-1980,706678,-0.0183964,240640,-217775,5.92076
20130219,2/19/2013,-500,1500,2000,0,706678,0,354725,-103590,5.91657
20130220,2/20/2013,-500,1000,1500,-275,706403,-0.0258459,338015,-114230,5.88952
20130221,2/21/2013,0,1500,1500,-5385,701018,-0.0235755,123035,124310,5.86481
20130222,2/22/2013,0,1500,1500,0,701018,0,124635,124310,5.86068
20130225,2/25/2013,0,2000,2000,0,701018,0,343955,345710,5.85656
20130226,2/26/2013,0,2000,2000,165,701183,0.0162963,348030,345875,5.86383
20130227,2/27/2013,0,2000,2000,885,702068,0.00399729,347820,346760,5.86272
20130228,2/28/2013,0,2000,2000,0,702068,0,345455,346760,5.85862
20130301,3/1/2013,0,2000,2000,1295,703363,0.0129293,341180,348055,5.86371
20130304,3/4/2013,0,2000,2000,395,703758,0.0370928,337330,348450,5.88211
20130305,3/5/2013,0,2000,2000,1810,705568,0.0178404,343765,350260,5.89029
20130306,3/6/2013,0,2000,2000,240,705808,0.022567,341940,350500,5.90127
20130307,3/7/2013,0,2000,2000,1445,707253,0.0139931,345015,351945,5.90702
20130308,3/8/2013,0,2000,2000,0,707253,0,345840,351945,5.90291
20130311,3/11/2013,0,2000,2000,330,707583,0.00315156,348755,352275,5.90117
20130312,3/12/2013,0,2000,2000,0,707583,0,344265,352275,5.89707
20130313,3/13/2013,0,2000,2000,990,708573,0.00942498,344995,353265,5.89979
20130314,3/14/2013,0,1500,1500,1870,710443,0.0176365,241145,247235,5.90782
20130315,3/15/2013,-500,1500,2000,0,710443,0,354000,139775,5.90373
20130318,3/18/2013,0,1000,1000,6430,716873,0.0330369,24680,24950,5.9201
20130319,3/19/2013,0,1500,1500,15,716888,0.00106572,131380,131685,5.91682
20130320,3/20/2013,-500,1500,2000,0,716888,0,358320,-94355,5.91274
20130321,3/21/2013,-500,1500,2000,0,716888,0,357070,-94355,5.90867
20130322,3/22/2013,-500,1500,2000,0,716888,0,361785,-94355,5.90461
20130325,3/25/2013,-500,1500,2000,0,716888,0,361815,-94355,5.90055
20130326,3/26/2013,-500,1500,2000,0,716888,0,361715,-94355,5.89651
20130327,3/27/2013,-500,1500,2000,135,717023,0.0104205,356585,-94220,5.8999
20130328,3/28/2013,-500,1500,2000,0,717023,0,353205,-94220,5.89586
20130401,4/1/2013,0,1500,1500,11705,728728,0.0597116,131210,131940,5.92163
20130402,4/2/2013,0,2000,2000,0,728728,0,347205,346835,5.91759
20130403,4/3/2013,0,1500,1500,1100,729828,0.00511878,131135,131940,5.91731
20130404,4/4/2013,-500,1500,2000,0,729828,0,344385,-81920,5.91327
20130405,4/5/2013,-500,1500,2000,0,729828,0,341125,-81920,5.90925
20130408,4/8/2013,-500,1500,2000,0,729828,0,342605,-81920,5.90524
20130409,4/9/2013,-500,1500,2000,500,730328,0.0349528,343780,-81420,5.92229
20130410,4/10/2013,-500,1000,1500,-720,729608,-0.00674663,244115,-188140,5.913
20130411,4/11/2013,-500,1000,1500,0,729608,0,242550,-188140,5.909
20130412,4/12/2013,-1000,1000,2000,0,729608,0,345825,-293830,5.905
20130415,4/15/2013,-1000,1000,2000,0,729608,0,339590,-293830,5.90101
20130416,4/16/2013,-1000,1000,2000,740,730348,0.00346021,344565,-293090,5.89958
20130417,4/17/2013,-500,1000,1500,11770,742118,0.0595733,130215,-79920,5.925
20130418,4/18/2013,-500,1000,1500,0,742118,0,129090,-79920,5.92101
20130419,4/19/2013,0,1000,1000,10770,752888,0.106548,26105,25850,5.94803
20130422,4/22/2013,0,2000,2000,0,752888,0,320105,319100,5.94403
20130423,4/23/2013,0,2000,2000,1140,754028,0.0939999,325860,320240,5.97229
20130424,4/24/2013,0,1500,1500,2520,756548,0.0585655,310415,306880,5.99706
20130425,4/25/2013,-500,1500,2000,0,756548,0,328825,290910,5.99304
20130426,4/26/2013,0,1500,1500,85,756633,0.00555174,317455,306890,5.99298
20130429,4/29/2013,0,1500,1500,3900,760533,0.0541932,330940,315215,6.01651
20130430,4/30/2013,-500,1500,2000,0,760533,0,351185,303240,6.01248
20130501,5/1/2013,-500,1500,2000,20365,780898,0.105262,347815,323605,6.03911
20130502,5/2/2013,-500,1500,2000,1620,782518,0.0162691,352590,325225,6.04587
20130503,5/3/2013,-500,1500,2000,385,782903,0.023533,355970,325610,6.05672
20130506,5/6/2013,-500,1500,2000,0,782903,0,360575,325610,6.05268
20130507,5/7/2013,-500,1500,2000,620,783523,0.00612678,359875,326230,6.05296
20130508,5/8/2013,-500,1000,1500,12275,795798,0.0558856,131030,106585,6.07662
20130509,5/9/2013,-1000,1000,2000,0,795798,0,358515,-121800,6.07257
20130510,5/10/2013,-1000,1000,2000,0,795798,0,357315,-121800,6.06853
20130513,5/13/2013,-1000,1000,2000,0,795798,0,357160,-121800,6.0645
20130514,5/14/2013,-1000,500,1500,20,795818,0.00119439,335455,-138545,6.06134
20130515,5/15/2013,-1500,500,2000,0,795818,0,345110,-155470,6.05733
20130516,5/16/2013,-1500,500,2000,530,796348,0.00520552,348645,-154940,6.05699
20130517,5/17/2013,-1500,500,2000,0,796348,0,350305,-154940,6.05299
20130520,5/20/2013,-1500,500,2000,8375,804723,0.0445163,354845,-146565,6.073
20130521,5/21/2013,-1000,500,1500,100,804823,0.00835073,341580,-134590,6.07476
20130522,5/22/2013,-1000,1000,2000,790,805613,0.00356716,353510,-121765,6.07329
20130523,5/23/2013,-1000,1000,2000,0,805613,0,353250,-121765,6.06929
20130524,5/24/2013,-1000,1000,2000,0,805613,0,354530,-121765,6.0653
20130528,5/28/2013,-1000,1000,2000,5,805618,0.000415455,354160,-121760,6.06162
20130529,5/29/2013,-1000,500,1500,255,805873,0.00943179,343875,-133640,6.06409
20130530,5/30/2013,-1500,500,2000,0,805873,0,360090,-145745,6.06012
20130531,5/31/2013,-1500,500,2000,50,805923,0.000480954,358465,-145695,6.0565
20130603,6/3/2013,-1500,0,1500,465,806388,0.00447072,255775,-249705,6.05569
20130604,6/4/2013,-2000,0,2000,0,806388,0,357925,-352800,6.05173
20130605,6/5/2013,-1500,0,1500,1725,808113,0.0167321,252295,-249705,6.05867
20130606,6/6/2013,-1000,500,1500,555,808668,0.0327917,333455,-130880,6.07384
20130607,6/7/2013,-1000,500,1500,0,808668,0,336375,-130880,6.06989
20130610,6/10/2013,-1500,500,2000,610,809278,0.00598626,352195,-148005,6.0701
20130611,6/11/2013,-1500,500,2000,0,809278,0,350565,-148005,6.06616
20130612,6/12/2013,-1500,500,2000,0,809278,0,346425,-148005,6.06223
20130613,6/13/2013,-1500,500,2000,3070,812348,0.0333572,349720,-144935,6.07759
20130614,6/14/2013,-1000,500,1500,2955,815303,0.0135563,130760,73045,6.08262
20130617,6/17/2013,-1000,1000,2000,0,815303,0,347570,289045,6.07868
20130618,6/18/2013,-1000,1000,2000,0,815303,0,348545,289045,6.07476
20130619,6/19/2013,-1000,1000,2000,65,815368,0.00374424,342265,289110,6.07346
20130620,6/20/2013,0,1000,1000,540,815908,0.030975,307095,318510,6.08771
20130621,6/21/2013,-500,1500,2000,0,815908,0,333215,323045,6.08379
20130624,6/24/2013,-500,1500,2000,0,815908,0,326690,323045,6.07987
20130625,6/25/2013,-500,1500,2000,200,816108,0.0120228,327580,323245,6.08395
20130626,6/26/2013,-500,1000,1500,435,816543,0.0280473,308470,306505,6.09678
20130627,6/27/2013,-1000,1000,2000,0,816543,0,324050,289195,6.09287
20130628,6/28/2013,-1000,1000,2000,0,816543,0,323205,289195,6.08897
20130701,7/1/2013,-1000,500,1500,-6740,809803,-0.0595077,233735,186815,6.02812
20130702,7/2/2013,-500,1000,1500,355,810158,0.0243018,316855,299890,6.03906
20130703,7/3/2013,-500,1500,2000,0,810158,0,335910,316895,6.03521
20130705,7/5/2013,-500,1000,1500,1815,811973,0.0237919,318205,301605,6.04587
20130708,7/8/2013,-500,1000,1500,0,811973,0,316610,301605,6.04203
20130709,7/9/2013,-1000,500,1500,-4535,807438,0.00211398,124395,68720,6.03967
20130710,7/10/2013,-1000,1000,2000,0,807438,0,335465,279085,6.03584
20130711,7/11/2013,-1000,1000,2000,0,807438,0,339885,279085,6.03202
20130712,7/12/2013,-1000,1000,2000,0,807438,0,339075,279085,6.02821
20130715,7/15/2013,-1000,1000,2000,3355,810793,0.0159485,340775,282440,6.03459
20130716,7/16/2013,-1000,1000,2000,0,810793,0,342285,282440,6.03078
20130717,7/17/2013,-1000,1000,2000,0,810793,0,342375,282440,6.02698
20130718,7/18/2013,-1000,1000,2000,0,810793,0,344215,282440,6.02319
20130719,7/19/2013,-1000,1000,2000,50,810843,0.00432152,336465,282490,6.02236
20130722,7/22/2013,-500,1000,1500,1305,812148,0.079841,326205,295180,6.04846
20130723,7/23/2013,-500,1500,2000,25,812173,0.000256502,334270,306580,6.04485
20130724,7/24/2013,-500,1500,2000,25,812198,0.00156201,346005,306605,6.04214
20130725,7/25/2013,-500,1500,2000,1275,813473,0.0251147,345085,307880,6.05333
20130726,7/26/2013,-500,1500,2000,170,813643,0.0106383,346610,308050,6.05652
20130729,7/29/2013,-500,1500,2000,10265,823908,0.0554147,349390,318315,6.07886
20130730,7/30/2013,-500,1000,1500,70,823978,0.0060241,340590,306695,6.07911
20130731,7/31/2013,-1000,1000,2000,2370,826348,0.0105853,351375,297395,6.08224
20130801,8/1/2013,-1000,1000,2000,0,826348,0,353680,297395,6.07845
20130802,8/2/2013,-1000,1000,2000,60,826408,0.00514139,356405,297455,6.07813
20130805,8/5/2013,-500,1000,1500,150,826558,0.0129199,348325,309065,6.08266
20130806,8/6/2013,0,1500,1500,6380,832938,0.0293737,339520,342635,6.09579
20130807,8/7/2013,0,2000,2000,0,832938,0,354150,358665,6.092
20130808,8/8/2013,0,2000,2000,0,832938,0,352140,358665,6.08822
20130809,8/9/2013,0,2000,2000,320,833258,0.0199626,348740,358985,6.09668
20130812,8/12/2013,0,2000,2000,1055,834313,0.0045352,355980,360040,6.09597
20130813,8/13/2013,0,1500,1500,11105,845418,0.0475223,121585,126360,6.11591
20130814,8/14/2013,-500,1500,2000,0,845418,0,370475,-122890,6.11213
20130815,8/15/2013,0,1000,1000,-5420,839998,-0.056772,26910,27750,6.05596
20130816,8/16/2013,-500,1500,2000,0,839998,0,370690,186245,6.05223
20130819,8/19/2013,-500,1500,2000,0,839998,0,372820,186245,6.04851
20130820,8/20/2013,-500,1500,2000,390,840388,0.00420848,369885,186635,6.04761
20130821,8/21/2013,-500,1500,2000,15,840403,5.97217e-05,370500,186650,6.04394
20130822,8/22/2013,-500,1500,2000,0,840403,0,371400,186650,6.04024
20130823,8/23/2013,-500,1000,1500,1025,841428,0.0626911,354440,170300,6.06372
20130826,8/26/2013,-1000,1000,2000,0,841428,0,372065,153225,6.06001
20130827,8/27/2013,0,500,500,1050,842478,0.0091684,244295,251180,6.06225
20130828,8/28/2013,-500,1000,1500,0,842478,0,347675,331115,6.05855
20130829,8/29/2013,-500,1500,2000,0,842478,0,364975,347890,6.05485
20130830,8/30/2013,-500,1500,2000,210,842688,0.0145114,362435,348100,6.06024
20130903,9/3/2013,-500,1500,2000,0,842688,0,363245,348100,6.05655
20130904,9/4/2013,-500,1500,2000,430,843118,0.00471828,367830,348530,6.056
20130905,9/5/2013,-500,1500,2000,0,843118,0,366625,348530,6.05232
20130906,9/6/2013,-500,1500,2000,0,843118,0,367535,348530,6.04865
20130909,9/9/2013,-500,1500,2000,0,843118,0,372860,348530,6.04498
20130910,9/10/2013,-500,1500,2000,1735,844853,0.0189483,368305,350265,6.05279
20130911,9/11/2013,-500,1500,2000,0,844853,0,356980,350265,6.04913
20130912,9/12/2013,-500,1000,1500,-14835,830018,-0.0590612,123025,99085,5.9915
20130913,9/13/2013,-500,1000,1500,2785,832803,0.0298499,124320,101870,6.00455
20130916,9/16/2013,-500,1000,1500,0,832803,0,124670,101870,6.00094
20130917,9/17/2013,-500,1000,1500,0,832803,0,124415,101870,5.99734
20130918,9/18/2013,-500,500,1000,1125,833928,0.0117084,28610,5785,6.0011
20130919,9/19/2013,-1000,500,1500,0,833928,0,125470,-90910,5.9975
20130920,9/20/2013,-1000,0,1000,-380,833548,-0.0226528,106895,-107685,5.97662
20130923,9/23/2013,-1000,0,1000,820,834368,0.0746133,111865,-113065,6.00133
20130924,9/24/2013,-1000,500,1500,1855,836223,0.0265421,351385,-327685,6.0128
20130925,9/25/2013,-1000,500,1500,0,836223,0,347350,-327685,6.00921
20130926,9/26/2013,-1000,1000,2000,0,836223,0,366310,-311300,6.00562
20130927,9/27/2013,-1000,1000,2000,1525,837748,0.0160552,362960,-309775,6.01179
20130930,9/30/2013,-1000,1000,2000,0,837748,0,359065,-309775,6.00821
20131001,10/1/2013,-1000,1000,2000,405,838153,0.0247177,365375,-309370,6.01879
20131002,10/2/2013,-1000,1000,2000,980,839133,0.0104858,365665,-308390,6.0218
20131003,10/3/2013,-1000,1000,2000,140,839273,0.0083383,361865,-308250,6.02353
20131004,10/4/2013,-1000,1000,2000,0,839273,0,361910,-308250,6.01995
20131007,10/7/2013,-1000,1000,2000,1475,840748,0.0159494,362945,-306775,6.02605
20131008,10/8/2013,-500,1000,1500,1645,842393,0.0180759,268215,-215770,6.03327
20131009,10/9/2013,-500,1500,2000,1255,843648,0.00513187,361785,-123855,6.03302
20131010,10/10/2013,-500,1500,2000,0,843648,0,365635,-123855,6.02946
20131011,10/11/2013,-500,1500,2000,2555,846203,0.0346671,368180,-121300,6.04429
20131014,10/14/2013,-500,1500,2000,0,846203,0,370455,-121300,6.04072
20131015,10/15/2013,-500,1000,1500,-155,846048,-0.0130802,358915,-133150,6.02777
20131016,10/16/2013,-500,1500,2000,255,846303,0.0149429,373090,-121045,6.03329
20131017,10/17/2013,-500,1500,2000,0,846303,0,369085,-121045,6.02974
20131018,10/18/2013,-500,1500,2000,250,846553,0.0168328,370755,-120795,6.03628
20131021,10/21/2013,-500,500,1000,145,846698,0.0117459,347110,-150215,6.04
20131022,10/22/2013,-1000,500,1500,0,846698,0,359455,-162250,6.03646
20131023,10/23/2013,-1000,500,1500,165,846863,0.01371,367245,-167095,6.04129
20131024,10/24/2013,-1000,1000,2000,0,846863,0,383605,-155205,6.03775
20131025,10/25/2013,-1000,1000,2000,0,846863,0,381390,-155205,6.03422
20131028,10/28/2013,-1000,1000,2000,290,847153,0.0243902,383580,-154915,6.04453
20131029,10/29/2013,-1000,1000,2000,0,847153,0,379420,-154915,6.041
20131030,10/30/2013,-500,1000,1500,19225,866378,0.0844787,120095,88450,6.06529
20131031,10/31/2013,-1000,1000,2000,0,866378,0,380895,-172900,6.06175
20131101,11/1/2013,-1000,500,1500,-3465,862913,-0.037226,289945,-265980,6.02828
20131104,11/4/2013,-1500,500,2000,0,862913,0,383610,-356115,6.02478
20131105,11/5/2013,-1000,500,1500,1210,864123,0.0134243,293060,-265980,6.02941
20131106,11/6/2013,-1000,1000,2000,0,864123,0,381270,-176385,6.02591
20131107,11/7/2013,-1000,1000,2000,0,864123,0,377025,-176385,6.02242
20131108,11/8/2013,-1000,1000,2000,1470,865593,0.00855866,381210,-174915,6.02427
20131111,11/11/2013,-1000,1000,2000,0,865593,0,381845,-174915,6.02079
20131112,11/12/2013,-1000,1000,2000,1815,867408,0.0181686,382435,-173100,6.02793
20131113,11/13/2013,-500,1000,1500,2200,869608,0.130332,364390,-156220,6.04394
20131114,11/14/2013,-500,1500,2000,0,869608,0,386390,-137210,6.04046
20131115,11/15/2013,-500,1500,2000,60,869668,0.000655487,385270,-137150,6.0374
20131118,11/18/2013,-500,1000,1500,690,870358,0.0110689,290215,-228695,6.04064
20131119,11/19/2013,-500,1000,1500,0,870358,0,290495,-228695,6.03716
20131120,11/20/2013,-500,1000,1500,0,870358,0,288320,-228695,6.0337
20131121,11/21/2013,-1000,1000,2000,0,870358,0,383950,-320760,6.03024
20131122,11/22/2013,-500,1000,1500,105,870463,0.000403838,121370,-60755,6.02705
20131125,11/25/2013,-500,1000,1500,2595,873058,0.0281866,120165,-58160,6.03878
20131126,11/26/2013,0,1000,1000,815,873873,0.0091092,30500,31310,6.04089
20131127,11/27/2013,0,1500,1500,0,873873,0,120235,120795,6.03744
20131129,11/29/2013,0,1500,1500,55,873928,0.00289321,120825,120850,6.03583
20131202,12/2/2013,0,1500,1500,0,873928,0,119815,120850,6.03239
20131203,12/3/2013,-500,1500,2000,90,874018,0.00472069,402130,-162220,6.03191
20131204,12/4/2013,-500,1500,2000,0,874018,0,401710,-162220,6.02848
20131205,12/5/2013,-500,1500,2000,0,874018,0,403120,-162220,6.02506
20131206,12/6/2013,-500,1000,1500,135,874153,0.0102482,388025,-174495,6.02783
20131209,12/9/2013,-500,500,1000,175,874328,0.00912409,371945,-193675,6.02996
20131210,12/10/2013,-1500,500,2000,385,874713,0.00135966,402800,-224755,6.02741
20131211,12/11/2013,-1500,500,2000,0,874713,0,399295,-224755,6.024
20131212,12/12/2013,-1500,500,2000,620,875333,0.037455,397800,-224135,6.03929
